Suburb,Address,Rooms,Type,Method,Date,Distance from CBD,Postcode,Bedroom2,Bathroom,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Landsize_winsorized,Price_winsorized,PricePerSquareMeter
Altona,29 Rose St,4,house,SP,4/06/2016,13.8,3018.0,4.0,3.0,Hobsons Bay,-37.8681,144.819,Western Metropolitan,5301.0,1057.0,1780000.0,1684.0113528855252
Altona,1/170 Blyth St,3,unit,S,6/08/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301.0,311.0,630000.0,2025.7234726688102
Altona,5/35 Grieve Pde,2,unit,SP,6/08/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8693,144.8171,Western Metropolitan,5301.0,77.0,406000.0,6246.153846153846
Altona,156 Maidstone St,3,house,VB,7/05/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8616,144.8116,Western Metropolitan,5301.0,602.0,660000.0,1096.345514950166
Altona,11 Keeshan Ct,3,house,S,7/11/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8594,144.817,Western Metropolitan,5301.0,530.0,683500.0,1289.622641509434
Altona,1/136 Queen St,2,unit,S,8/10/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8696,144.827,Western Metropolitan,5301.0,225.0,580000.0,2577.777777777778
Altona,173 Queen St,3,house,S,8/10/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8697,144.8249,Western Metropolitan,5301.0,777.0,1335000.0,1718.146718146718
Altona,1/265 Queen St,3,townhouse,SP,8/10/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.8734,144.8143,Western Metropolitan,5301.0,280.0,800000.0,2857.1428571428573
Altona,3/26 Grieve Pde,2,unit,S,10/09/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301.0,127.0,510000.0,4015.748031496063
Altona,261 Queen St,4,house,S,10/09/2016,13.8,3018.0,4.0,2.0,Hobsons Bay,-37.8733,144.8147,Western Metropolitan,5301.0,695.0,1070000.0,1539.568345323741
Altona,4/5 Rose St,2,unit,S,10/09/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301.0,115.0,425000.0,3695.6521739130435
Altona,1/60 David St,3,unit,S,10/12/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.8646,144.827,Western Metropolitan,5301.0,230.0,605000.0,2630.4347826086955
Altona,1A Merritt Ct,3,townhouse,S,11/02/2017,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.8579,144.8181,Western Metropolitan,5301.0,197.0,705000.0,3578.680203045685
Altona,4/31 Millers Rd,2,unit,SP,11/02/2017,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301.0,533.0,391000.0,733.5834896810507
Altona,111/112 Pier St,2,unit,SP,11/02/2017,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8659,144.83100000000005,Western Metropolitan,5301.0,533.0,440000.0,825.5159474671669
Altona,24 Wren St,4,house,S,11/02/2017,13.8,3018.0,4.0,1.0,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301.0,745.0,845000.0,1134.2281879194632
Altona,1/152 Blyth St,3,townhouse,SP,12/11/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301.0,211.0,743000.0,3521.3270142180095
Altona,4/57 Blyth St,3,unit,SP,13/08/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301.0,77.0,730000.0,10579.710144927536
Altona,164 Maidstone St,3,house,S,14/05/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301.0,625.0,635000.0,1016.0
Altona,3/25 Rayner St,2,unit,SP,14/05/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8676,144.8202,Western Metropolitan,5301.0,168.0,620000.0,3690.4761904761904
Altona,3/46 Sargood St,2,unit,S,15/10/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301.0,137.0,447000.0,3262.7737226277372
Altona,1/57 Blyth St,3,unit,SP,16/04/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.868,144.8287,Western Metropolitan,5301.0,77.0,730000.0,10428.57142857143
Altona,22 Fenfield St,3,house,S,16/04/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301.0,606.0,678000.0,1118.8118811881188
Altona,5/8 David St,2,unit,PI,16/07/2016,13.8,3018.0,2.0,2.0,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301.0,175.0,580000.0,3314.285714285714
Altona,1/28 Seves St,3,house,S,17/09/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8674,144.8375,Western Metropolitan,5301.0,363.0,712000.0,1961.4325068870523
Altona,27 McIntyre Dr,3,house,SP,18/03/2017,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301.0,534.0,840000.0,1573.0337078651685
Altona,4 Boyd St,3,house,S,19/11/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8672,144.817,Western Metropolitan,5301.0,724.0,980000.0,1353.5911602209944
Altona,12 Spear Ct,3,townhouse,S,22/05/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.8583,144.8172,Western Metropolitan,5301.0,265.0,605100.0,2283.396226415094
Altona,185 Queen St,3,house,PI,22/08/2016,13.8,3018.0,3.0,3.0,Hobsons Bay,-37.8699,144.8235,Western Metropolitan,5301.0,577.0,880000.0,1525.1299826689774
Altona,3/20 Mulga St,3,unit,S,23/04/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301.0,205.0,577000.0,2814.6341463414633
Altona,51 Millers Rd,4,house,S,25/02/2017,13.8,3018.0,4.0,1.0,Hobsons Bay,-37.8663,144.8387,Western Metropolitan,5301.0,797.0,1030000.0,1292.3462986198244
Altona,2/119 Railway St N,3,unit,S,25/02/2017,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301.0,181.0,605000.0,3342.5414364640883
Altona,24 McIntyre Dr,3,house,S,27/06/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.8612,144.8247,Western Metropolitan,5301.0,529.0,753000.0,1423.4404536862003
Altona,104 Maidstone St,2,house,SP,27/11/2016,13.8,3018.0,2.0,2.0,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301.0,675.0,857000.0,1269.6296296296296
Altona,49 Bent St,3,house,S,28/05/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8651,144.832,Western Metropolitan,5301.0,929.0,1500000.0,1614.6393972012918
Altona,5/57 Blyth St,3,unit,SP,28/05/2016,13.8,3018.0,3.0,2.0,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301.0,77.0,730000.0,10428.57142857143
Altona,15 Kookaburra St,3,house,S,28/05/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.871,144.8075,Western Metropolitan,5301.0,697.0,900000.0,1291.248206599713
Altona,219 Civic Pde,3,house,S,28/08/2016,13.8,3018.0,3.0,1.0,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301.0,604.0,740000.0,1225.1655629139073
Altona,3 Curtin Ct,4,house,S,28/08/2016,13.8,3018.0,4.0,2.0,Hobsons Bay,-37.8637,144.8365,Western Metropolitan,5301.0,532.0,931000.0,1750.0
Altona,2/60 David St,2,house,SP,30/07/2016,13.8,3018.0,2.0,1.0,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301.0,154.0,535600.0,3477.9220779220777
Altona North,45 Hearn St,5,house,S,3/09/2016,11.1,3025.0,5.0,3.0,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132.0,592.0,1085000.0,1832.7702702702702
Altona North,4 Knapp St,3,house,S,3/09/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132.0,533.0,781000.0,1465.2908067542214
Altona North,21 Hatherley Gr,3,house,SP,4/03/2017,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132.0,554.0,750000.0,1353.7906137184116
Altona North,3/66 Marion St,2,townhouse,S,4/03/2017,11.1,3025.0,2.0,1.0,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132.0,77.0,421000.0,5467.532467532467
Altona North,153 Mills St,3,house,S,4/03/2017,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132.0,655.0,1405000.0,2145.038167938931
Altona North,33 Carthy St,3,house,S,4/06/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132.0,534.0,683000.0,1279.0262172284645
Altona North,16 Harris St,3,house,S,4/06/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132.0,540.0,623000.0,1153.7037037037037
Altona North,1/5 Little St,3,house,VB,6/08/2016,11.1,3025.0,3.0,2.0,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132.0,533.0,720000.0,1350.844277673546
Altona North,1/95 Mills St,3,house,S,7/05/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132.0,328.0,588000.0,1792.6829268292684
Altona North,5 Binns St,3,house,PI,7/11/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132.0,540.0,710000.0,1314.8148148148148
Altona North,25 Allan St,4,house,SP,8/10/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132.0,559.0,875000.0,1565.2951699463326
Altona North,21 Hatherley Gr,3,house,VB,10/12/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132.0,554.0,700000.0,1263.537906137184
Altona North,1/256 Mason St,2,townhouse,S,11/03/2017,11.1,3025.0,2.0,1.0,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132.0,252.0,640000.0,2539.6825396825398
Altona North,21 Allan St,4,house,SP,12/06/2016,11.1,3025.0,4.0,1.0,Hobsons Bay,-37.8451,144.8529,Western Metropolitan,5132.0,558.0,650000.0,1164.8745519713261
Altona North,2/36 May St,3,house,S,14/05/2016,11.1,3025.0,3.0,2.0,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132.0,171.0,675000.0,3947.3684210526317
Altona North,11 Beevers St,3,house,S,15/10/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132.0,585.0,708000.0,1210.2564102564102
Altona North,10 Murphy St,4,house,SP,15/10/2016,11.1,3025.0,4.0,1.0,Hobsons Bay,-37.8345,144.8444,Western Metropolitan,5132.0,851.0,965000.0,1133.9600470035252
Altona North,16 Beevers St,3,house,S,19/11/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132.0,551.0,680000.0,1234.119782214156
Altona North,21 Neal Ct,3,house,SP,19/11/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8327,144.8451,Western Metropolitan,5132.0,602.0,770000.0,1279.0697674418604
Altona North,31 Duosa Rd,3,house,S,22/05/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132.0,740.0,923000.0,1247.2972972972973
Altona North,252 Millers Rd,4,house,SP,22/05/2016,11.1,3025.0,4.0,2.0,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132.0,315.0,693000.0,2200.0
Altona North,1/156 Chambers Rd,3,house,SP,22/08/2016,11.1,3025.0,5.0,2.0,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132.0,276.0,620000.0,2246.376811594203
Altona North,2 Gadsden St,3,house,S,22/08/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132.0,531.0,728500.0,1371.939736346516
Altona North,24 Hansen St,3,house,S,22/08/2016,11.1,3025.0,3.0,2.0,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132.0,590.0,931000.0,1577.9661016949153
Altona North,4 Prismall St,3,house,S,22/08/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8423,144.8632,Western Metropolitan,5132.0,715.0,988000.0,1381.8181818181818
Altona North,122 McIntosh Rd,3,house,S,23/04/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132.0,561.0,590000.0,1051.6934046345812
Altona North,35 May St,2,house,S,24/09/2016,11.1,3025.0,2.0,1.0,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132.0,691.0,610000.0,882.7785817655572
Altona North,6 Hill St,3,house,S,25/02/2017,11.1,3025.0,3.0,2.0,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132.0,555.0,815000.0,1468.4684684684685
Altona North,84 May St,4,house,S,25/02/2017,11.1,3025.0,4.0,1.0,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132.0,708.0,970000.0,1370.0564971751412
Altona North,155 Chambers Rd,4,house,S,27/06/2016,11.1,3025.0,4.0,1.0,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132.0,668.0,760000.0,1137.7245508982037
Altona North,268d Mason St,4,townhouse,S,27/06/2016,11.1,3025.0,4.0,3.0,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132.0,252.0,847500.0,3363.095238095238
Altona North,5 Cresser St,4,house,SP,27/11/2016,11.1,3025.0,4.0,1.0,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132.0,633.0,1200000.0,1895.7345971563982
Altona North,107 McIntosh Rd,3,house,SP,27/11/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132.0,557.0,700000.0,1256.7324955116696
Altona North,10 Knapp St,3,house,PI,28/05/2016,11.1,3025.0,3.0,1.0,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132.0,536.0,625000.0,1166.044776119403
Altona North,4/221 Blackshaws Rd,2,unit,S,28/08/2016,11.1,3025.0,2.0,1.0,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132.0,153.0,300000.0,1908.4967320261437
Armadale,8/19 Mercer Rd,2,unit,S,3/09/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836.0,533.0,599000.0,1123.827392120075
Armadale,1/42 Adelaide St,2,unit,VB,3/12/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836.0,861.0,550000.0,638.7921022067363
Armadale,14/71 Denbigh Rd,3,unit,S,3/12/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836.0,533.0,995000.0,1866.7917448405253
Armadale,4/769 High St,3,townhouse,S,3/12/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.854,145.0135,Southern Metropolitan,4836.0,101.0,1205000.0,11930.69306930693
Armadale,7 Llaneast St,3,house,S,3/12/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836.0,296.0,1939000.0,6550.675675675676
Armadale,9/55 Northcote Rd,1,unit,S,3/12/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.853,145.0167,Southern Metropolitan,4836.0,533.0,421500.0,790.8067542213884
Armadale,28 Cambridge St,3,house,S,4/03/2017,6.3,3143.0,3.0,1.0,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836.0,217.0,1870000.0,8617.511520737327
Armadale,3/16 Fulton St,2,unit,S,4/03/2017,6.3,3143.0,2.0,1.0,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836.0,533.0,678000.0,1272.0450281425892
Armadale,3/20 Mercer Rd,3,townhouse,SP,4/03/2017,6.3,3143.0,3.0,2.0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836.0,533.0,1918000.0,3598.499061913696
Armadale,1/77 Wattletree Rd,2,unit,SP,4/03/2017,6.3,3143.0,2.0,1.0,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836.0,533.0,660000.0,1238.2739212007505
Armadale,12 Willis St,3,house,S,4/03/2017,6.3,3143.0,3.0,2.0,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836.0,205.0,2050000.0,10000.0
Armadale,8/71 Denbigh Rd,2,unit,VB,4/06/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836.0,533.0,700000.0,1313.3208255159475
Armadale,11/17 Myamyn St,2,unit,S,4/06/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836.0,533.0,3350000.0,6801.125703564728
Armadale,526 Orrong Rd,4,house,VB,4/06/2016,6.3,3143.0,4.0,2.0,Stonnington,-37.858,145.0111,Southern Metropolitan,4836.0,1581.0,3000000.0,1897.5332068311195
Armadale,553 Dandenong Rd,5,house,PI,7/05/2016,6.3,3143.0,8.0,2.0,Stonnington,-37.8638,145.0229,Southern Metropolitan,4836.0,693.0,1525000.0,2200.5772005772005
Armadale,6/26 Mercer Rd,2,unit,S,7/05/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836.0,533.0,825000.0,1547.8424015009382
Armadale,538a Orrong Rd,3,townhouse,S,7/05/2016,6.3,3143.0,2.0,2.0,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836.0,246.0,1586000.0,6447.154471544715
Armadale,18/41 Kooyong Rd,2,unit,S,8/10/2016,6.3,3143.0,3.0,1.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836.0,533.0,645000.0,1210.1313320825516
Armadale,10 William St,1,house,SP,8/10/2016,6.3,3143.0,2.0,2.0,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836.0,144.0,1435000.0,9965.277777777777
Armadale,15/405 Dandenong Rd,1,unit,PI,10/09/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836.0,533.0,300000.0,525.328330206379
Armadale,1/2 Armadale St,1,unit,PI,10/12/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836.0,533.0,400000.0,750.46904315197
Armadale,4/20 Mercer Rd,2,house,S,10/12/2016,6.3,3143.0,2.0,2.0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836.0,533.0,1780000.0,3339.5872420262663
Armadale,8/58 Sutherland Rd,2,unit,S,10/12/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836.0,533.0,592500.0,1111.6322701688555
Armadale,40 New St,2,house,S,12/11/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8543,145.016,Southern Metropolitan,4836.0,249.0,1210000.0,4859.437751004016
Armadale,35 Northcote Rd,4,house,S,12/11/2016,6.3,3143.0,4.0,2.0,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836.0,624.0,2801000.0,4488.782051282052
Armadale,7/53 Wattletree Rd,1,unit,S,14/05/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8614,145.0222,Southern Metropolitan,4836.0,881.0,390000.0,442.6787741203178
Armadale,791 High St,3,house,PI,15/10/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836.0,405.0,1800000.0,4444.444444444444
Armadale,25 Llaneast St,4,house,PI,15/10/2016,6.3,3143.0,4.0,1.0,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836.0,495.0,2200000.0,4444.444444444444
Armadale,8/569 Orrong Rd,1,unit,S,16/04/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8537,145.0114,Southern Metropolitan,4836.0,533.0,324000.0,607.8799249530957
Armadale,367 Dandenong Rd,6,house,S,17/09/2016,6.3,3143.0,5.0,3.0,Stonnington,-37.8602,145.013,Southern Metropolitan,4836.0,1491.0,3350000.0,3705.5667337357477
Armadale,34a Rose St,2,house,S,17/09/2016,6.3,3143.0,3.0,1.0,Stonnington,-37.851,145.0161,Southern Metropolitan,4836.0,169.0,1125000.0,6656.80473372781
Armadale,42 Rose St,3,house,S,17/09/2016,6.3,3143.0,3.0,3.0,Stonnington,-37.8511,145.0167,Southern Metropolitan,4836.0,301.0,2250000.0,7475.0830564784055
Armadale,12 Auburn Gr,3,house,S,18/03/2017,6.3,3143.0,3.0,2.0,Stonnington,-37.8558,145.015,Southern Metropolitan,4836.0,336.0,2360000.0,7023.809523809524
Armadale,31 Hume St,2,house,VB,18/03/2017,6.3,3143.0,2.0,2.0,Stonnington,-37.8571,145.0224,Southern Metropolitan,4836.0,207.0,1900000.0,9178.743961352657
Armadale,10/581 Orrong Rd,1,unit,SP,18/03/2017,6.3,3143.0,1.0,1.0,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836.0,533.0,440000.0,825.5159474671669
Armadale,7/579 Dandenong Rd,2,unit,PI,18/06/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836.0,533.0,490000.0,919.3245778611632
Armadale,19 Glassford St,3,house,S,18/06/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.8521,145.019,Southern Metropolitan,4836.0,316.0,2365000.0,7484.177215189873
Armadale,14 New St,3,house,VB,18/06/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836.0,212.0,1300000.0,6132.075471698113
Armadale,7/501 Orrong Rd,3,unit,S,18/06/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836.0,533.0,732000.0,1373.358348968105
Armadale,6/51 Armadale St,2,unit,SP,19/11/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836.0,533.0,704000.0,1320.8255159474672
Armadale,12/41 Kooyong Rd,2,unit,VB,19/11/2016,6.3,3143.0,3.0,1.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836.0,533.0,620000.0,1163.2270168855534
Armadale,63 Denbigh Rd,3,house,S,22/05/2016,6.3,3143.0,3.0,1.0,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836.0,328.0,1900000.0,5792.682926829269
Armadale,13/56 Sutherland Rd,1,unit,SP,22/08/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8575,145.0174,Southern Metropolitan,4836.0,533.0,315000.0,590.9943714821763
Armadale,7/22 Derby St,1,unit,PI,24/09/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8509,145.0203,Southern Metropolitan,4836.0,533.0,450000.0,844.2776735459662
Armadale,2/377 Dandenong Rd,2,unit,S,25/02/2017,6.3,3143.0,2.0,1.0,Stonnington,-37.8604,145.0147,Southern Metropolitan,4836.0,1194.0,872000.0,730.3182579564489
Armadale,1/14 Denbigh Rd,2,unit,S,25/02/2017,6.3,3143.0,2.0,1.0,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836.0,533.0,598000.0,1121.9512195121952
Armadale,75 Sutherland Rd,3,house,S,25/02/2017,6.3,3143.0,3.0,1.0,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836.0,186.0,1285000.0,6908.602150537635
Armadale,61 Union St,4,house,S,25/02/2017,6.3,3143.0,4.0,3.0,Stonnington,-37.8593,145.0275,Southern Metropolitan,4836.0,421.0,3350000.0,8693.586698337293
Armadale,1/403 Dandenong Rd,2,unit,S,27/06/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836.0,533.0,520000.0,975.609756097561
Armadale,44 Denbigh Rd,4,house,S,27/11/2016,6.3,3143.0,4.0,1.0,Stonnington,-37.8574,145.016,Southern Metropolitan,4836.0,709.0,3350000.0,5112.834978843442
Armadale,44 Hampden Rd,4,house,VB,27/11/2016,6.3,3143.0,4.0,3.0,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836.0,563.0,3350000.0,7460.035523978686
Armadale,3/769 High St,3,townhouse,S,27/11/2016,6.3,3143.0,3.0,1.0,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836.0,103.0,1101000.0,10689.320388349515
Armadale,4 Mercer Rd,3,house,S,27/11/2016,6.3,3143.0,3.0,2.0,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836.0,617.0,3350000.0,5692.868719611021
Armadale,17 Kooyong Rd,4,house,PI,28/05/2016,6.3,3143.0,4.0,3.0,Stonnington,-37.8611,145.0195,Southern Metropolitan,4836.0,544.0,2000000.0,3676.470588235294
Armadale,1/31 Mercer Rd,3,unit,S,28/05/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.853,145.0264,Southern Metropolitan,4836.0,533.0,869000.0,1630.3939962476547
Armadale,16 Llaneast St,5,house,S,28/08/2016,6.3,3143.0,5.0,2.0,Stonnington,-37.8611,145.0271,Southern Metropolitan,4836.0,617.0,2810000.0,4554.2949756888165
Armadale,2/532 Orrong Rd,2,unit,S,28/08/2016,6.3,3143.0,3.0,1.0,Stonnington,-37.8573,145.0112,Southern Metropolitan,4836.0,533.0,565000.0,1060.0375234521575
Armadale,5/555 Orrong Rd,1,unit,S,28/08/2016,6.3,3143.0,1.0,1.0,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836.0,533.0,567000.0,1063.7898686679175
Armadale,3/50 Denbigh Rd,2,unit,SP,30/07/2016,6.3,3143.0,2.0,0.0,Stonnington,-37.8568,145.0161,Southern Metropolitan,4836.0,533.0,546000.0,1024.3902439024391
Armadale,7/844 Malvern Rd,2,unit,S,30/07/2016,6.3,3143.0,2.0,1.0,Stonnington,-37.8503,145.0185,Southern Metropolitan,4836.0,533.0,471500.0,884.6153846153846
Ascot Vale,2/43 Roxburgh St,2,unit,S,3/09/2016,5.9,3032.0,3.0,1.0,Moonee Valley,-37.7756,144.9165,Western Metropolitan,6567.0,533.0,455000.0,853.6585365853658
Ascot Vale,30 Rothwell St,3,house,S,3/12/2016,5.9,3032.0,3.0,1.0,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567.0,298.0,940000.0,3154.3624161073826
Ascot Vale,9/5 Rothwell St,2,unit,SP,3/12/2016,5.9,3032.0,2.0,1.0,Moonee Valley,-37.7761,144.9201,Western Metropolitan,6567.0,533.0,467000.0,876.172607879925
Ascot Vale,7 Francis St,3,house,SP,4/03/2017,5.9,3032.0,3.0,2.0,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567.0,277.0,1380000.0,4981.949458483755
Ascot Vale,2/21 Harold St,2,unit,VB,4/03/2017,5.9,3032.0,2.0,1.0,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567.0,423.0,490000.0,1158.3924349881797
Ascot Vale,44 The Parade,4,house,S,4/03/2017,5.9,3032.0,4.0,3.0,Moonee Valley,-37.7729,144.9179,Western Metropolitan,6567.0,478.0,1850000.0,3870.2928870292885
